0,1,2,3,4,7,Positif,Negatif
https://twitter.com/jonathantewwet/status/1380056048220860418,2021-04-08 07:12:56+00:00,"Adakah KEMATIAN adalah satu 'kesan sampingan'? So now apa beza vaksin dgn covid? Dua2 ada risiko mati tapi utk covid, kita ada pilihan. Klw ikut SOP selamatla u. Vaksin? We are not allow to choose which vaksin we want. ""Manfaat melebihi mudarat"". Siapa sanggup berada dlm mudarat?",1.38E+18,jonathantewwet,[],,
https://twitter.com/DioJRach/status/1380052847358713856,2021-04-08 07:00:13+00:00,"wk, sodara gue yang anti vaksin covid (dan suka koar2 di sosmed-nya dia) malah dapet vaksin duluan bgst hahah.",1.38E+18,DioJRach,[],,
https://twitter.com/megayung/status/1380036243338133507,2021-04-08 05:54:14+00:00,"Ada org2 dtg ke rumah buat nyuruh vaksin lansia, katanya lansia wajib vaksin untuk melindungi dri covid karena usia rentan, lah elu pada dtg ramean maskernya kagak dipake, ngomong panjang lebar, maskernya ditangan, didagu, begimana mau melindungi😂",1.38E+18,megayung,[],,
https://twitter.com/JMDOYK1M/status/1380031236232552449,2021-04-08 05:34:21+00:00,"sklh gue guru nya vaksin untuk covid, sklh kalian jg?",1.38E+18,JMDOYK1M,[],,
https://twitter.com/NuribuSaja/status/1380029845489414146,2021-04-08 05:28:49+00:00,"Ada orang yang menganggap Covid 19 itu tidak ada.

Ada orang yang saat ada vaksin Covid 19 gratis gak mau ikutan dengan alasan ada sakit ini itu, padahal belum screening.",1.38E+18,NuribuSaja,[],,
https://twitter.com/ayupaneo/status/1380028696627580928,2021-04-08 05:24:15+00:00,Sbg org kecil yg gk berani ngomong ke publik. Kampanye vaksin covid pke pendekatan kekeluargaan lwt Mahasiswa 🤭,1.38E+18,ayupaneo,[],,
https://twitter.com/Rizwandra22/status/1380018949731938307,2021-04-08 04:45:31+00:00,"Apa yang membedakan postingan sosmed hari ini dan postingan satu tahun lalu, padahal pandemi Covid-19 belum hilang. Apakah karena per hari ini sebagian kecil orang sudah di vaksin?. Atau karena satu tahun lalu kita merasa ketakutan dengan pemberitaannya?. Ok, selamat siang. :)",1.38E+18,Rizwandra22,[],,
https://twitter.com/coachedan/status/1380018607560650757,2021-04-08 04:44:10+00:00,"Ayo tebak tebakan, setalah guru2 di vaksin kira kira ada gak murid2 nanti yg kena Covid? Kalau menurutku sudah gak ada lagi, covid sdh pergi",1.38E+18,coachedan,[],,
https://twitter.com/chaerryya/status/1380017131601813504,2021-04-08 04:38:18+00:00,Rang orang rumah uda pada vaksin covid gw doang yg belum🙃,1.38E+18,chaerryya,[],,
https://twitter.com/sagittariuscal/status/1380015945574350852,2021-04-08 04:33:35+00:00,"awal2 covid, emak gue paling tegas dan lantang dirumah untuk gak mau divaksin, gak percaya pemerintah dll dsb ampe gue kdg kesel sendiri dengernya tp ya diem bae..
ehh kmrn pagi2 dah rapi, pas ditanya mau kmn? jwbnya “KE PUSKESMAS NIH MAU VAKSIN SAMA BAPAK” dgn muka semangat🙃",1.38E+18,sagittariuscal,[],1,
https://twitter.com/gdevong/status/1380007333959376898,2021-04-08 03:59:22+00:00,Cie abis vaksin trs malah kena covid 🙃,1.38E+18,gdevong,[],,1
https://twitter.com/pasfm/status/1380004816533909505,2021-04-08 03:49:22+00:00,"Korsel mengatakan akan menghentikan sementara penyediaan vaksin Covid-19 AstraZeneca kpd orang2 di bawah 60 thn, di tengah peninjauan European Medical Agency.
Hal tersebut dilakukan sambil menyetujui vaksin Johnson &amp; Johnson, dalam upaya untuk mempercepat program vaksinasi mereka",1.38E+18,pasfm,[],,
https://twitter.com/haljepofficial/status/1380003950972137472,2021-04-08 03:45:55+00:00,"Pemerintah Jepang sedang mempertimbangkan untuk memprioritaskan vaksin Covid-19 untuk atlet yang mengikuti Olimpiade dan Paralimpiade Tokyo, yang dimulai pada akhir Juli. Kabar tersebut memicu kemarahan publik karena berbeda dengan keputusan sebelumnya.",1.38E+18,haljepofficial,[],,
https://twitter.com/pasfm/status/1380001471492550657,2021-04-08 03:36:04+00:00,"Filipina mengizinkan penggunaan vaksin Covid-19 Sinovac untuk warga lanjut usia setelah pda awalnya hanya untuk orang berusia 18-59 thn.
Warga lanjut usia skarang dpt menerima suntikan CoronaVac asalkan ada evaluasi yg ketat tentang status kesehatan dan risiko paparan orang tsb.",1.38E+18,pasfm,[],,
https://twitter.com/AdiWiraK/status/1379990432336072708,2021-04-08 02:52:12+00:00,"halo dok @unggulspog , mau tanya... ibu sy itu penderita fertigo. Beliau (thn kelahiran 1948), bln kmrin divaksin covid. sejak itu beliau merasa pusing, mata kabur, mual/maag. Apakah itu dampak vaksin atau bgmn ya? bila ya, solusinya apa?",1.38E+18,AdiWiraK,[],,
https://twitter.com/puthos/status/1379983716915638276,2021-04-08 02:25:31+00:00,Adakah yg disini habis vaksin malah positif covid???,1.38E+18,puthos,[],,
https://twitter.com/FMB9ID_/status/1379981779323514882,2021-04-08 02:17:49+00:00,"Penyandang disabilitas yang memiliki Kartu Tanda Penduduk (KTP) DKI Jakarta menjalani vaksinasi Covid-19 di Istora Senayan. Pemberian vaksin terhadap penyandang disabilitas merupakan bentuk kesetaraan untuk aksesibilitas vaksin.

#vaksinasidisabilitas",1.38E+18,FMB9ID_,[],,
https://twitter.com/impartialennui/status/1379980604012290049,2021-04-08 02:13:09+00:00,"Bingung ga si jadi orang2 yg hampir lansia kayak mertua gw, umur beti sm lansia (belum 60 th) jd mesti nunggu vaksinasi covid utk kategori dewasa 🥲 nanti pas vaksin kategori dewasa udh mulai keknya mereka udh masuk golongan lansia 😅😅",1.38E+18,impartialennui,[],,
https://twitter.com/Det10/status/1379975415217803264,2021-04-08 01:52:32+00:00,"Semalam tgok avengers infinity war, adalah selepas cucuk vaksin covid, Kita akan jadi genocide ke",1.38E+18,Det10,[],,
https://twitter.com/denisalibela/status/1379969648133730305,2021-04-08 01:29:37+00:00,"Sebulan kemarin angka covid asa udah turun, bisa hidup tenang dan damai dan bisa fokeus ke pervaksinan ini.... tapi kok sekarang asa naik lagi kasusnya 😢😢 keur mah lieur ngurusin percepatan vaksin, ditambah deui ieu covid 😭 gustiiii #kamisnyunda",1.38E+18,denisalibela,[],,1
https://twitter.com/ameeredzwan/status/1379965557265424384,2021-04-08 01:13:22+00:00,"Orang anti vaksin ni pun bangang jugak ek, mangsa covid meninggal dia bilang sebab dah ada penyakit bersejarah, so covid tak wujud. Mangsa vaccine meninggal, tk pulak engkorang bising dah ada penyakit bersejarah pulak ek. Ni pesen percaya makan kicap anak hitam la ni. Harey betul",1.38E+18,ameeredzwan,[],1,
https://twitter.com/AristianaDinda/status/1379961605484507141,2021-04-08 00:57:39+00:00,"vaksin covid ngga ada yang diminum aja apa ya, mbok gausah suntik gitu :(",1.38E+18,AristianaDinda,[],,
https://twitter.com/radiotelstar/status/1379950454226833408,2021-04-08 00:13:21+00:00,"Pemprov Sulsel telah mengajukan permintaan vaksin Covid-19 sebanyak 187.551 dosis. Rencananya vaksi yang diminta itu akan tiba hari ini di kota Makassar.
#PagiIndah",1.38E+18,radiotelstar,[],,
https://twitter.com/lutfimarzuhaimi/status/1379946934337597442,2021-04-07 23:59:21+00:00,"Sehari selepas terima dos pertama Vaksin Covid 19. Malam tadi bisa tidur macam biasa. Cuma lagi awal, biasa tidur pukul 12 malam. Malam tadi udah mulai mengantuk pukul 10 malam.",1.38E+18,lutfimarzuhaimi,[],1,
https://twitter.com/RatnaWidiari/status/1379867439584878596,2021-04-07 18:43:28+00:00,"Temen ku yg abis vaksin covid merk astra kepalanya pusing, badannya meriang gk jelas, trs yg vaksin merk sinovac baek baek aja...lah bisa gtu?",1.38E+18,RatnaWidiari,[],,1
https://twitter.com/SridianaEva/status/1379866030692986883,2021-04-07 18:37:53+00:00,"WHO tidak dukung Pasport vaksin covid-19 sebagai syarat perjalan

@TvOne 7 april 2021

Jelas tidak semua orang yg sudah di vaksin akan kebal thd Covid, 
Ngawur aja kalau ini jadi diterapkan di Indonesia",1.38E+18,SridianaEva,[],,
https://twitter.com/b1tterandsweet/status/1379857906888179714,2021-04-07 18:05:36+00:00,Besok ada schedule vaksin covid yang kedua. Tapi ini malah kebangun trus ya begadang karna insom ssssshhhh,1.38E+18,b1tterandsweet,[],,
https://twitter.com/Haura91/status/1379847493647695872,2021-04-07 17:24:13+00:00,Patut kerajaan biar je rakyat ni mati kena covid ni .xpyh nk buat larangan rentas negeri ke apa.pandai2 jaga diri masing2..jual je vaksin sruh rakyat beli.siapa x da duit nasib la..,1.38E+18,Haura91,[],,
https://twitter.com/ziwel_/status/1379833161689956355,2021-04-07 16:27:16+00:00,Penanganan Sebaran Konten Hoaks Vaksin Covid-19 Rabu (06/04/2021) http:///content/detail/33735/penanganan-sebaran-konten-hoaks-vaksin-covid-19-rabu-06042021/0/infografis,1.38E+18,ziwel_,[],,
https://twitter.com/hrndsa/status/1379828555450736640,2021-04-07 16:08:58+00:00,"Nyobain masakan gak berasa, udah panik takut kena covid gegara abis vaksin, gak taunya emang belom dikasih garem 🙃,",1.38E+18,hrndsa,[],,
https://twitter.com/AlbertSolo2/status/1379825431990337539,2021-04-07 15:56:33+00:00,"Menteri kesehatan menyatakan saat ini ketersediaan vaksin Astra Zeneka di Indonesia sudah semakin menipis, jadi ada kemungkinan besar program vaksinasi Covid-19 di Indonesia akan mengalami penundaan hingga adanya kiriman vaksin Astra Zeneka terbaru dari India.",1.38E+18,AlbertSolo2,[],,
https://twitter.com/AlbertSolo2/status/1379823463943204865,2021-04-07 15:48:44+00:00,"Alasan kuat India tidak melakukan ekspor vaksin Astra Zeneka ke luar negaranya, karena India saat ini juga masih di pusingkan dengan tingginya kasus Covid-19 di negara uncle Gandhi tersebut, perdana menteri India memutuskan untuk menggunakan vaksin Astra Zeneka untuk domestik",1.38E+18,AlbertSolo2,[],,
https://twitter.com/happieghost/status/1379821279910326274,2021-04-07 15:40:03+00:00,Ohiya vaksin covid sekarang gimana sih kelanjutannya???,1.38E+18,happieghost,[],,
https://twitter.com/AlbertSolo2/status/1379818300973060100,2021-04-07 15:28:13+00:00,"Keputusan otoritas kesehatan India yang menunda ekspor vaksin Astra Zeneka membuat pemerintah Indonesia pusing tujuh keliling, mengingat saat ini ketersediaan vaksin di Indonesia sudah menipis dan bisa menggagalkan vaksinasi Covid-19 di Indonesia yang sedang berjalan saat ini",1.38E+18,AlbertSolo2,[],,
https://twitter.com/AlbertSolo2/status/1379817688772485120,2021-04-07 15:25:47+00:00,Karena adanya komplain dari berbagai negara mengenai keamanan vaksin Astra Zeneka membuat salah satu negara produsen vaksin Astra Zeneka yakni India memutuskan untuk menunda dahulu ekspor vaksin tersebut ke luar negaranya.kasus Covid-19 di India saat ini juga masih tinggi di Asia,1.38E+18,AlbertSolo2,[],,
https://twitter.com/FacebookManAris/status/1379816392250191879,2021-04-07 15:20:38+00:00,"“Doktor masih nak ambil vaksin Covid ni ke nanti?”

“Ya sudah pasti. Saya akan ambil vaksin Covid apa jenis brand pun. Saya marah sekarang kerana ada isu vaksin dipolitaikkan dan pengagihan vaksin yang tak telus dan jujur!",1.38E+18,FacebookManAris,[],,
https://twitter.com/ikromzzzt/status/1379801063935541249,2021-04-07 14:19:43+00:00,"Yang cuma jadi angan anganku:
1. Apartemen mewah
2. Mobil Limousin
3. Ketemu Frederika Alexis Cull
4. Dapat Vaksin Covid-19",1.38E+18,ikromzzzt,[],,
https://twitter.com/ipoksamidub/status/1379797951271198724,2021-04-07 14:07:21+00:00,"jika yang bisa donor plasma adalah penyintas covid, apakah sdh pernah dikaji ? orang yg sdh di vaksin apakah juga berguna plasma darahnya utk membantu penderita? cc : @PlasmaheroId dok @bogipratomo @cak_sugenk @old_soldier1023 @xmxlrfn @rulliendo pak @yusufgunawan 

#bertanya",1.38E+18,ipoksamidub,[],,
https://twitter.com/diknams/status/1379788612208795661,2021-04-07 13:30:15+00:00,"4 orang yg gue kenal meninggal karena covid, 1 diantaranya saudara sendiri 😢😢 yaAllah orang2 jangan pada takut di vaksin ya, pandemik ini belum benar2 berakhir, dengan divaksin bisa menurunkan angka kematian covid.",1.38E+18,diknams,[],1,
https://twitter.com/farhanasyraf94/status/1379788279101321217,2021-04-07 13:28:55+00:00,"2 buah sekolah rendah tutup kt melaka sebab covid.
Vaksin bg kt Puak2 sana parlimen tak bukak jugak.
Sekolah cikgu murid sekolah x dpt vaksin lagi dh bukak..",1.38E+18,farhanasyraf94,[],,
https://twitter.com/1010Kusuma/status/1379783926567165954,2021-04-07 13:11:37+00:00,"Banyak orang tanya ko bs vaksin ?, beratti animo vaksin covid mmg sangat di gandrungi, w sih ga tll mengandrungi cmn karena undangan aja jd w vaksin 😄",1.38E+18,1010Kusuma,[],1,
https://twitter.com/fiiraaa12/status/1379783664498663438,2021-04-07 13:10:35+00:00,"vaksin time💉
mba tukang tanya2: “mba sudah pernah covid?” 
aku: “belom mba.” ((dengan santainya)) 
mba tukang tanya2: 😳😳😳

mbanya melongo, aku diem ((belom tau salahku)), pas sadar 
“eh engga2 mba, gamau naudzubillah” 😭",1.38E+18,fiiraaa12,[],,
https://twitter.com/ronaldharriz/status/1379783120317124608,2021-04-07 13:08:25+00:00,"Guys guys guys
Aku kan abis Vaksil Covid-19 yah
Baru vaksin tahap 1 hari ini
Kalo besok aku Suntik Vit C bisa gk ya?",1.38E+18,ronaldharriz,[],1,
https://twitter.com/tulapita/status/1379780714837680134,2021-04-07 12:58:52+00:00,"capek ama orang indonesia gamau nurut aturan covid. vaksin dibilang konspirasi, hoax, dll. apasih maunya? ya lu mungkin kebal, yang lain gimana hah?",1.38E+18,tulapita,[],1,
https://twitter.com/Secara_Jabatan/status/1379779344160018435,2021-04-07 12:53:25+00:00,"Udah vaksin ✅
Gak keluar gejala covid ✅
Dirumah aja ✅
Flu di bulan kek gini aslinya sih biasa, gegara corosuek ini parno full. Musti antigenan pulak. Mak duit aing hiks..",1.38E+18,Secara_Jabatan,[],,
https://twitter.com/ptspt_bppt/status/1379763174816161793,2021-04-07 11:49:10+00:00,"Jadi gimana habis vaksin dosis kedua ini teknopren? Aman kaaann? Ada efek samping yang dirasain ga?

Kalo transpomin sih tadi auto laper abis vaksin 🤭🤭

Semoga vaksin ini bisa membantu meminimalisir resiko yang ditimbulkan dari paparan virus covid-19 ya teknopren",1.38E+18,ptspt_bppt,[],1,
https://twitter.com/afiqaaahnur/status/1379759041988096002,2021-04-07 11:32:44+00:00,"Ne org nok bising2 comment nganok nana sheme ya. Sekda guna mun stict kelua masuk srwk tapi dlm sarawak sekda SOP! Masih tgi kes! Iboh riso walaupun aku dah complete vaksin, sekda ku balit juak lain lah Sarawak ya bena2 okey. Kelak kenak tuduh aku pembawak covid 🙄🙄🙄",1.38E+18,afiqaaahnur,[],,
https://twitter.com/AzharieAulia/status/1379758785800007683,2021-04-07 11:31:43+00:00,"Ada pulak peraturan dan kewajiban orang ga mau di vaksin COVID 19, disangkut pautkan dengan kontrak kerja, vaksinasi itu pilihan bukan pemaksaan, lucunya negeri ini ga berubah ubah. 🤔",1.38E+18,AzharieAulia,[],1,
https://twitter.com/sureicancry/status/1379751691881353217,2021-04-07 11:03:32+00:00,Kawan aku sektor duduk pejabat dah dpt vaksin. Aku cikgu ni tgh tggu turn. Yelah cikgu je pn. Biar mampus kene covid,1.38E+18,sureicancry,[],1,
https://twitter.com/yusmaaaaa/status/1379749773377343491,2021-04-07 10:55:55+00:00,wehh vaksin covid tu sebenarnya selamat ke tak... bukan anti vac. tp mcm takut juge,1.38E+18,yusmaaaaa,[],,1
https://twitter.com/erwitami/status/1379748379131961345,2021-04-07 10:50:22+00:00,"Dapet jatah vaksin covid-19 dari kerajaan buat besok.........

Tapi kan sayaaaa lagi hamidun 🙃

Yauda bsk kalo dah lahiran vaksin sendiri aja. Cari yg Pfizer ah 😌😌",1.38E+18,erwitami,[],,
https://twitter.com/fahmiez/status/1379747246837669891,2021-04-07 10:45:52+00:00,"Masuk Ramadan ni marilah selain berdoa agar covid-19 dapat dihapuskan, berdoa agar golongan kayangan yang berkenaan (ahli politik, menteri, VIP, retis) yang cut queue vaksin, tak amanah, tak jujur, khianat rakyat dan langgar SOP diberi balasan setimpal.",1.38E+18,fahmiez,[],,
https://twitter.com/dr_koko28/status/1379746740442566664,2021-04-07 10:43:52+00:00,"Tahun lalu, pas tanggal segini, saya usul melalui sebuah video, untuk distribusi luas Zinc, vitamin D, probiotik, dan penggunaan vaksin BCG untuk meredam gempuran Covid-19.

Perbedaan tahun ini adalah kita sudah punya vaksin yang didesain spesifik berdasarkan virus SARS-CoV-2.",1.38E+18,dr_koko28,[],1,
https://twitter.com/MrOngDedy/status/1379741985884438530,2021-04-07 10:24:58+00:00,Ga merasakan apapun setelah suntikan I dan suntikan II vaksin covid Sinovac. Nothing. Normal aja.,1.38E+18,MrOngDedy,[],1,
https://twitter.com/surytjia85/status/1379741449613287429,2021-04-07 10:22:50+00:00,"Teman : ""Apa rasanya sehabis suntik vaksin Covid-19 Sur?""
Gua : ""Gua ngantuk sama lapar, jujur pengen Chicken Katsu rasanya hahahahaha. . .",1.38E+18,surytjia85,[],,
https://twitter.com/AlbertSolo2/status/1379738767720771585,2021-04-07 10:12:11+00:00,"Kementerian kesehatan RI memastikan pasokan vaksin Sinovac yang di gunakan untuk melakukan vaksinasi Covid-19 secara nasional di bekas koloni Belanda tersebut aman, meskipun saat ini kesediaan vaksin Sinovac di gudang Kemenkes RI sudah mulai berkurang bahkan mau habis",1.38E+18,AlbertSolo2,[],,
https://twitter.com/senjalang/status/1379734937318817792,2021-04-07 09:56:57+00:00,kaki kesemutan pasca vaksin covid,1.38E+18,senjalang,[],,1
